0000000380,scans,0000000106,DataLength
"header",0000000025,"lines"
"Date",02/05/2023,"Time",13:31:39
"ID","HAL V RC RGA 201 #12461","Version",3
"Scans",6
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Faraday","mass",4.00,4.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Scan 2","RGA","Faraday","mass",18.00,18.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Scan 3","RGA","Faraday","mass",28.00,28.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Scan 4","RGA","Faraday","mass",32.00,32.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Scan 5","RGA","SEM","mass",44.00,44.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Scan 6","RGA","Faraday","none",0.40,0.40,0.01,3000.000,100.000%,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.0,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",250,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",927,"V"
"resolution",0,"%"
"Data",6
"Time","ms","Scan 1 : He 4.00","Scan 2 : water 18.00","Scan 3 : Nitrogen 28.00","Scan 4 : Oxygen 32.00","Scan 5 : CO2 44.00","Scan 6 : none 0.40",
01:46:45,   6405578,  1.89507e-07,  1.44246e-10,  1.15803e-09,  6.66750e-11,  5.21560e-11, -6.77143e-12,
01:47:37,   6457500,  1.84645e-07,  1.57727e-10,  1.18345e-09,  5.43880e-11,  5.16035e-11, -2.34259e-12,
01:48:24,   6504418,  1.83761e-07,  1.35097e-10,  1.20555e-09,  6.43550e-11,  5.32610e-11, -3.08405e-12,
01:49:16,   6556340,  1.81551e-07,  1.46876e-10,  1.16798e-09,  5.56698e-11,  4.51945e-11,  2.02325e-12,
01:50:08,   6608286,  1.83982e-07,  1.36113e-10,  1.12516e-09,  8.15040e-11,  4.12165e-11,  3.21996e-12,
01:51:00,   6660233,  1.77020e-07,  1.36312e-10,  1.16273e-09,  5.31062e-11,  4.82885e-11,  3.31831e-12,
01:51:52,   6712155,  1.83540e-07,  1.26323e-10,  1.15168e-09,  6.19900e-11,  5.73495e-11, -2.76249e-13,
01:52:39,   6759077,  1.88623e-07,  1.11671e-10,  1.16190e-09,  4.54817e-11,  5.70180e-11, -3.63765e-12,
01:53:26,   6806023,  1.89286e-07,  1.42677e-10,  1.17682e-09,  5.60676e-11,  5.41450e-11,  2.07629e-12,
01:54:17,   6857945,  1.88733e-07,  1.48467e-10,  1.20638e-09,  5.96250e-11,  4.65205e-11,  3.73268e-12,
01:55:09,   6909865,  1.88954e-07,  1.18986e-10,  1.12267e-09,  6.52610e-11,  5.45870e-11,  1.81330e-12,
01:55:56,   6956758,  1.94148e-07,  1.27141e-10,  1.11936e-09,  6.24540e-11,  4.90620e-11,  3.30615e-12,
01:56:48,   7008655,  1.90391e-07,  1.20246e-10,  1.16743e-09,  7.00560e-11,  5.02775e-11, -1.94258e-12,
01:57:40,   7060576,  1.89949e-07,  1.36798e-10,  1.21577e-09,  4.99238e-11,  4.34265e-11, -1.09836e-12,
01:58:32,   7112523,  1.94148e-07,  1.17350e-10,  1.20555e-09,  6.20120e-11,  5.43660e-11,  5.18465e-12,
01:59:21,   7161261,  1.88181e-07,  1.30434e-10,  1.21936e-09,  5.92500e-11,  5.14930e-11,  1.06079e-13,
02:00:13,   7213209,  1.94148e-07,  1.30655e-10,  1.45279e-09,  6.00890e-11,  4.60785e-11,  1.48732e-12,
02:01:00,   7260157,  1.92601e-07,  1.07140e-10,  1.64009e-09,  9.82560e-11,  5.69075e-11, -6.54159e-13,
02:01:50,   7310971,  1.86192e-07,  1.47340e-10,  6.42584e-09,  2.07098e-10,  4.59680e-11,  2.03319e-12,
02:02:34,   7354707,  2.05640e-07,  1.56887e-10,  1.15569e-08,  2.54945e-10,  6.37580e-11, -7.01232e-12,
02:03:26,   7406628,  1.83982e-07,  1.86634e-10,  1.11621e-07,  1.36555e-10,  6.79570e-11,  7.95590e-14,
02:04:11,   7451053,  1.82987e-07,  1.94700e-10,  1.99783e-07,  1.12953e-10,  6.96150e-11,  1.19781e-12,
02:04:58,   7498342,  1.80998e-07,  1.91496e-10,  2.04756e-07,  9.52500e-11,  7.04990e-11,  2.27408e-12,
02:05:45,   7545603,  1.84534e-07,  1.90656e-10,  2.12933e-07,  1.16754e-10,  7.08300e-11, -1.61108e-12,
02:06:37,   7597890,  1.79562e-07,  2.04159e-10,  2.14369e-07,  1.13129e-10,  7.02780e-11,  1.78788e-12,
02:07:30,   7650176,  1.84534e-07,  1.79584e-10,  2.15585e-07,  1.13881e-10,  6.50840e-11,  2.63321e-12,
02:08:20,   7700310,  1.76357e-07,  1.99651e-10,  2.18016e-07,  9.39020e-11,  7.23770e-11, -2.51829e-12,
02:09:08,   7748368,  1.80114e-07,  1.81706e-10,  2.22657e-07,  1.01637e-10,  6.82890e-11,  1.63097e-12,
02:09:58,   7798524,  1.81219e-07,  1.81573e-10,  2.21994e-07,  1.06809e-10,  7.71290e-11, -2.92382e-12,
02:10:45,   7845783,  1.83871e-07,  1.85396e-10,  2.23099e-07,  8.23440e-11,  7.52500e-11,  2.98681e-12,
02:11:38,   7898041,  1.86965e-07,  1.57594e-10,  2.23983e-07,  1.14964e-10,  7.10510e-11,  5.88743e-12,
02:12:30,   7950328,  1.86192e-07,  1.58920e-10,  2.19010e-07,  9.45430e-11,  7.27090e-11,  1.03096e-12,
02:13:22,   8002585,  1.82435e-07,  1.70324e-10,  2.17905e-07,  8.49080e-11,  7.13830e-11, -1.12267e-12,
02:14:14,   8054873,  1.85860e-07,  1.83032e-10,  2.26524e-07,  8.38910e-11,  5.91170e-11,  7.51390e-14,
02:15:07,   8107160,  1.83319e-07,  2.01463e-10,  2.27298e-07,  9.74600e-11,  6.18800e-11, -4.96144e-13,
02:15:59,   8159420,  1.87076e-07,  1.70523e-10,  2.24314e-07,  6.01110e-11,  6.66310e-11, -3.43433e-12,
02:16:51,   8211628,  1.86413e-07,  1.73661e-10,  2.29397e-07,  1.07516e-10,  6.97250e-11, -7.42890e-12,
02:17:41,   8261763,  1.82656e-07,  1.74368e-10,  2.24425e-07,  9.09850e-11,  6.66310e-11, -4.23877e-12,
02:18:34,   8314023,  1.88070e-07,  1.87894e-10,  2.23983e-07,  1.00842e-10,  7.03880e-11,  4.43325e-12,
02:19:26,   8366283,  1.88070e-07,  1.81949e-10,  2.27298e-07,  1.13041e-10,  7.14930e-11, -4.52828e-12,
02:20:13,   8413544,  1.88181e-07,  1.91562e-10,  2.27187e-07,  8.51950e-11,  6.14380e-11,  2.57464e-13,
02:21:00,   8460806,  1.91827e-07,  1.70965e-10,  2.26856e-07,  9.95600e-11,  6.00010e-11, -2.54702e-12,
02:21:53,   8513091,  1.86302e-07,  1.71738e-10,  2.28182e-07,  9.15160e-11,  6.68520e-11,  0.00000e+00,
02:22:45,   8565323,  1.88844e-07,  1.72269e-10,  2.25861e-07,  1.03427e-10,  6.19900e-11, -2.08292e-12,
02:23:32,   8612582,  1.89175e-07,  1.77728e-10,  2.31939e-07,  8.75820e-11,  6.97250e-11,  2.26524e-12,
02:24:22,   8662740,  1.90059e-07,  1.58280e-10,  2.24204e-07,  9.79690e-11,  6.05540e-11, -1.50942e-12,
02:25:15,   8715026,  1.89949e-07,  1.57462e-10,  2.28955e-07,  8.51730e-11,  6.76260e-11,  4.80785e-12,
02:26:07,   8767287,  1.82877e-07,  1.57108e-10,  2.28071e-07,  1.00554e-10,  5.50290e-11, -4.77580e-12,
02:26:54,   8814544,  1.92048e-07,  1.73683e-10,  2.29950e-07,  8.84220e-11,  5.96700e-11, -6.38579e-12,
02:27:46,   8866830,  1.92048e-07,  1.56777e-10,  2.33265e-07,  9.05650e-11,  7.40350e-11,  4.19126e-12,
02:28:39,   8919118,  1.88402e-07,  1.57683e-10,  2.31055e-07,  1.02499e-10,  5.70180e-11,  8.47534e-13,
02:29:31,   8971350,  1.89507e-07,  1.61020e-10,  2.26193e-07,  8.73390e-11,  5.92280e-11,  2.18347e-12,
02:30:16,   9016509,  1.87849e-07,  1.59583e-10,  2.33265e-07,  9.98250e-11,  6.92830e-11, -1.55694e-12,
02:31:08,   9068768,  1.92380e-07,  1.73352e-10,  2.26745e-07,  8.83990e-11,  6.93940e-11, -1.58567e-12,
02:31:58,   9118898,  1.90391e-07,  1.55959e-10,  2.33375e-07,  9.85210e-11,  7.43660e-11,  5.92279e-13,
02:32:51,   9171185,  1.88733e-07,  1.60600e-10,  2.33486e-07,  9.41900e-11,  6.45320e-11,  6.32059e-13,
02:33:43,   9223471,  1.86523e-07,  1.82324e-10,  2.30171e-07,  8.81560e-11,  6.18800e-11, -4.01114e-13,
02:34:28,   9268630,  1.93043e-07,  1.62567e-10,  2.33707e-07,  9.04550e-11,  6.43110e-11, -1.81993e-12,
02:35:16,   9316715,  1.84313e-07,  1.65020e-10,  2.36359e-07,  1.03096e-10,  6.57470e-11, -1.90943e-12,
02:36:08,   9368976,  1.90722e-07,  1.62898e-10,  2.33928e-07,  1.07030e-10,  6.48630e-11, -1.97352e-12,
02:37:01,   9421261,  1.89838e-07,  1.67539e-10,  2.31939e-07,  9.54490e-11,  6.88410e-11, -1.54478e-12,
02:37:53,   9473495,  1.91496e-07,  1.89639e-10,  2.32381e-07,  1.04378e-10,  6.40900e-11,  1.14146e-12,
02:38:45,   9525755,  1.97684e-07,  1.50103e-10,  2.36248e-07,  8.89300e-11,  6.56370e-11,  4.29955e-12,
02:39:33,   9573039,  1.96689e-07,  1.62092e-10,  2.34812e-07,  9.24220e-11,  6.46420e-11, -2.53044e-12,
02:40:18,   9618196,  1.94369e-07,  1.57219e-10,  2.38127e-07,  1.03096e-10,  7.08300e-11,  2.42989e-12,
02:41:05,   9665426,  1.97794e-07,  1.54191e-10,  2.35806e-07,  8.23880e-11,  6.18800e-11,  1.71385e-12,
02:41:57,   9717633,  1.93927e-07,  1.61241e-10,  2.34149e-07,  8.82230e-11,  6.25430e-11, -1.45528e-12,
02:42:49,   9769838,  1.90943e-07,  1.62169e-10,  2.34812e-07,  8.48190e-11,  7.01670e-11, -1.92490e-12,
02:43:42,   9822125,  1.90833e-07,  1.53241e-10,  2.34812e-07,  1.05416e-10,  6.39790e-11,  5.22664e-12,
02:44:29,   9869384,  1.92822e-07,  1.55628e-10,  2.36580e-07,  7.80790e-11,  6.23220e-11, -5.25427e-12,
02:45:21,   9921668,  1.99341e-07,  1.61440e-10,  2.40668e-07,  9.69520e-11,  5.93380e-11,  2.59232e-12,
02:46:04,   9964672,  1.92048e-07,  1.54500e-10,  2.34480e-07,  8.37810e-11,  6.78470e-11,  8.35379e-13,
02:46:54,  10014830,  1.97021e-07,  1.55738e-10,  2.39232e-07,  9.76810e-11,  6.59680e-11, -1.09394e-12,
02:47:47,  10067090,  1.94148e-07,  1.50036e-10,  2.35696e-07,  8.93720e-11,  5.38135e-11, -1.16245e-12,
02:48:34,  10114350,  1.93595e-07,  1.58081e-10,  2.36359e-07,  8.98360e-11,  6.26530e-11,  1.02985e-12,
02:49:26,  10166610,  1.93595e-07,  1.50567e-10,  2.38237e-07,  1.12687e-10,  6.00010e-11,  5.31725e-12,
02:50:18,  10218868,  1.94258e-07,  1.35318e-10,  2.34038e-07,  7.95370e-11,  5.29295e-11, -7.02779e-13,
02:51:09,  10269026,  1.96247e-07,  1.49064e-10,  2.40889e-07,  8.68750e-11,  5.55815e-11,  9.88970e-13,
02:52:01,  10321286,  1.98236e-07,  1.67296e-10,  2.39784e-07,  7.59130e-11,  6.60790e-11, -3.93821e-12,
02:52:53,  10373571,  2.01220e-07,  1.56976e-10,  2.32049e-07,  9.88970e-11,  6.00010e-11, -5.77804e-12,
02:53:40,  10420832,  1.97352e-07,  1.32710e-10,  2.40668e-07,  1.03715e-10,  4.68520e-11, -1.19671e-12,
02:54:28,  10468118,  1.95032e-07,  1.48114e-10,  2.39342e-07,  1.17571e-10,  6.33160e-11,  3.21665e-12,
02:55:20,  10520351,  1.97573e-07,  1.63252e-10,  2.40226e-07,  9.42780e-11,  5.58025e-11, -2.00115e-12,
02:56:10,  10570511,  1.98568e-07,  1.38743e-10,  2.43873e-07,  9.93830e-11,  6.48630e-11,  5.26863e-12,
02:57:02,  10622795,  1.96800e-07,  1.35738e-10,  2.34701e-07,  7.22220e-11,  6.59680e-11, -1.87186e-12,
02:57:55,  10675080,  2.02104e-07,  1.61175e-10,  2.42105e-07,  1.11185e-10,  5.22665e-11, -3.40339e-12,
02:58:42,  10722369,  1.99783e-07,  1.41329e-10,  2.34922e-07,  1.17373e-10,  5.52500e-11, -1.30500e-12,
02:59:34,  10774630,  1.98899e-07,  1.49373e-10,  2.37464e-07,  1.08113e-10,  5.95590e-11,  1.33262e-12,
03:00:24,  10824763,  2.03098e-07,  1.54103e-10,  2.37906e-07,  1.10256e-10,  5.71285e-11, -5.19902e-12,
03:01:09,  10869921,  2.00667e-07,  1.54302e-10,  2.40116e-07,  1.19074e-10,  7.16040e-11, -7.58020e-12,
03:02:02,  10922208,  2.01330e-07,  1.35053e-10,  2.43983e-07,  8.91730e-11,  6.37580e-11,  4.38242e-12,
03:02:54,  10974493,  2.01772e-07,  1.42544e-10,  2.41773e-07,  9.72840e-11,  5.67970e-11, -2.12933e-12,
03:03:44,  11024626,  1.96800e-07,  1.38832e-10,  2.43099e-07,  9.12720e-11,  6.57470e-11, -3.83655e-12,
03:04:36,  11076885,  1.99673e-07,  1.49197e-10,  2.41884e-07,  8.55040e-11,  5.79020e-11,  2.14480e-12,
03:05:29,  11129173,  1.99010e-07,  1.40931e-10,  2.36248e-07,  9.79910e-11,  5.61340e-11,  1.66854e-12,
03:06:21,  11181433,  1.98347e-07,  1.34169e-10,  2.42326e-07,  1.05041e-10,  6.50840e-11, -3.00338e-12,
03:07:08,  11228692,  1.96910e-07,  1.47207e-10,  2.44757e-07,  8.88640e-11,  5.84540e-11,  9.96700e-13,
03:07:55,  11275951,  1.99010e-07,  1.32157e-10,  2.46414e-07,  1.11980e-10,  5.87860e-11, -4.14485e-12,
03:08:41,  11321108,  2.05971e-07,  1.53948e-10,  2.41884e-07,  1.02543e-10,  5.98910e-11,  7.22669e-13,
03:09:33,  11373393,  1.99341e-07,  1.57661e-10,  2.42105e-07,  9.52730e-11,  5.92280e-11,  1.34367e-12,
03:10:25,  11425678,  1.96800e-07,  1.29594e-10,  2.40889e-07,  9.33280e-11,  5.19350e-11, -2.54923e-12,
03:11:17,  11477965,  2.02546e-07,  1.52688e-10,  2.42768e-07,  9.12060e-11,  6.50840e-11,  3.52715e-12,
03:12:08,  11528098,  2.01772e-07,  1.18168e-10,  2.48845e-07,  1.08930e-10,  5.84540e-11, -1.39119e-12,
03:13:00,  11580358,  2.02656e-07,  1.50611e-10,  2.42547e-07,  8.62560e-11,  5.24875e-11, -5.17692e-12,
03:13:50,  11630518,  2.04645e-07,  1.38810e-10,  2.44757e-07,  9.94720e-11,  5.86750e-11,  1.66854e-13,
03:14:42,  11682755,  2.03540e-07,  1.54677e-10,  2.42657e-07,  1.04577e-10,  5.98910e-11,  2.75476e-12,
03:15:32,  11732941,  2.04645e-07,  1.23207e-10,  2.47298e-07,  1.02919e-10,  6.03330e-11, -1.31273e-12,
03:16:25,  11785200,  1.99452e-07,  1.11339e-10,  2.48514e-07,  1.11428e-10,  6.34270e-11, -4.08739e-12,
03:17:17,  11837433,  2.00446e-07,  1.36401e-10,  2.45309e-07,  7.81230e-11,  5.31505e-11, -1.81440e-12,
03:18:04,  11884665,  2.09286e-07,  1.36401e-10,  2.45420e-07,  9.29960e-11,  5.73495e-11,  1.33373e-12,
03:18:56,  11936925,  2.01330e-07,  1.40578e-10,  2.49066e-07,  1.07737e-10,  6.01120e-11,  2.93598e-12,
03:19:49,  11989187,  2.04093e-07,  1.38522e-10,  2.39453e-07,  9.09410e-11,  5.49185e-11,  3.04427e-12,
03:20:41,  12041421,  1.99341e-07,  1.42058e-10,  2.43541e-07,  9.25980e-11,  4.77360e-11,  2.20557e-12,
03:21:33,  12093708,  2.03872e-07,  1.31273e-10,  2.39784e-07,  1.17881e-10,  5.43660e-11, -1.56578e-12,
03:22:23,  12143870,  2.03430e-07,  1.36047e-10,  2.45530e-07,  1.01461e-10,  5.34820e-11,  1.52268e-12,
03:23:16,  12196158,  1.99231e-07,  1.44136e-10,  2.49729e-07,  1.04842e-10,  5.40345e-11, -4.71834e-13,
03:24:03,  12243416,  2.05861e-07,  1.27649e-10,  2.46746e-07,  1.02013e-10,  5.45870e-11, -3.32383e-12,
03:24:55,  12295648,  2.04977e-07,  1.33616e-10,  2.39011e-07,  7.47200e-11,  5.65760e-11, -4.97249e-14,
03:25:40,  12340806,  2.00115e-07,  1.34588e-10,  2.46414e-07,  9.09850e-11,  6.12170e-11,  1.41992e-12,
03:26:33,  12393068,  2.02656e-07,  1.20223e-10,  2.47298e-07,  9.72840e-11,  6.00010e-11, -3.11720e-12,
03:27:23,  12443201,  2.07518e-07,  1.58722e-10,  2.44867e-07,  1.07273e-10,  5.33715e-11,  2.11054e-13,
03:28:15,  12495460,  2.05640e-07,  1.27715e-10,  2.47740e-07,  1.24555e-10,  4.86200e-11, -3.59124e-13,
03:29:02,  12542746,  2.03761e-07,  1.50523e-10,  2.43320e-07,  8.60790e-11,  5.39240e-11,  2.39674e-12,
03:29:47,  12587930,  2.05087e-07,  1.13350e-10,  2.49066e-07,  1.15384e-10,  6.44210e-11, -9.33720e-13,
03:30:38,  12638116,  2.00778e-07,  1.36356e-10,  2.47409e-07,  1.18102e-10,  5.88960e-11, -1.49174e-13,
03:31:25,  12685376,  2.04535e-07,  1.14500e-10,  2.45641e-07,  1.02853e-10,  5.66865e-11,  8.33169e-13,
03:32:17,  12737610,  2.10612e-07,  1.30522e-10,  2.49508e-07,  1.05969e-10,  6.43110e-11, -7.52504e-13,
03:33:04,  12784842,  2.03430e-07,  1.32467e-10,  2.48845e-07,  9.74830e-11,  5.69075e-11, -4.46640e-12,
03:33:57,  12837100,  2.05308e-07,  1.55495e-10,  2.43652e-07,  1.00179e-10,  6.48630e-11, -1.15693e-12,
03:34:42,  12882256,  2.02104e-07,  1.15472e-10,  2.51055e-07,  9.74830e-11,  6.43110e-11, -2.45751e-12,
03:35:29,  12929463,  2.07408e-07,  1.20886e-10,  2.51608e-07,  9.24660e-11,  5.45870e-11, -1.09063e-12,
03:36:21,  12981725,  2.08734e-07,  1.26588e-10,  2.48072e-07,  1.14035e-10,  6.81780e-11, -1.06632e-12,
03:37:13,  13033960,  2.05087e-07,  1.11627e-10,  2.43541e-07,  8.67200e-11,  6.27640e-11,  4.18352e-12,
03:38:06,  13086247,  2.04314e-07,  1.14964e-10,  2.50503e-07,  9.18690e-11,  6.54160e-11,  1.40776e-12,
03:38:58,  13138508,  2.08071e-07,  1.28887e-10,  2.46414e-07,  9.42340e-11,  6.02220e-11,  2.58790e-12,
03:39:50,  13190768,  2.03651e-07,  1.28975e-10,  2.50945e-07,  1.15848e-10,  6.17690e-11,  3.67964e-12,
03:40:40,  13240901,  2.07408e-07,  1.42102e-10,  2.48624e-07,  1.05041e-10,  6.28740e-11, -1.44312e-12,
03:41:33,  13293163,  2.12049e-07,  1.12842e-10,  2.49066e-07,  1.25815e-10,  7.12720e-11,  6.46424e-13,
03:42:20,  13340448,  2.06966e-07,  1.27870e-10,  2.47740e-07,  1.02764e-10,  6.99460e-11,  6.04434e-13,
03:43:07,  13387680,  2.06966e-07,  1.37307e-10,  2.49619e-07,  9.40570e-11,  7.44770e-11,  4.64099e-14,
03:43:52,  13432864,  2.01993e-07,  1.24533e-10,  2.50613e-07,  1.05350e-10,  6.79570e-11, -1.32599e-12,
03:44:43,  13483023,  2.07739e-07,  1.24290e-10,  2.50282e-07,  1.02168e-10,  6.77360e-11,  3.54373e-12,
03:45:28,  13528180,  2.13375e-07,  1.23362e-10,  2.52271e-07,  1.10544e-10,  7.88970e-11, -1.93485e-12,
03:46:15,  13575411,  2.07960e-07,  1.21804e-10,  2.48514e-07,  8.26760e-11,  6.83990e-11,  2.16690e-12,
03:47:07,  13627641,  2.14922e-07,  1.43782e-10,  2.48403e-07,  9.67750e-11,  7.27090e-11, -1.17129e-12,
03:47:57,  13677773,  2.13485e-07,  1.34191e-10,  2.51829e-07,  1.19516e-10,  7.83440e-11, -2.61884e-13,
03:48:47,  13727930,  2.09065e-07,  1.32312e-10,  2.48514e-07,  9.68200e-11,  7.73500e-11,  1.05858e-12,
03:49:38,  13778090,  2.05087e-07,  1.31296e-10,  2.57022e-07,  9.23550e-11,  8.02230e-11, -1.29837e-12,
03:50:30,  13830376,  2.06082e-07,  9.86540e-11,  2.50282e-07,  1.09660e-10,  8.64110e-11, -1.38566e-12,
03:51:22,  13882665,  2.09397e-07,  1.14455e-10,  2.49729e-07,  1.00996e-10,  8.33170e-11, -4.75591e-12,
03:52:14,  13934873,  2.12159e-07,  1.31671e-10,  2.48624e-07,  9.83000e-11,  9.16040e-11,  1.32268e-12,
03:53:02,  13982880,  2.14038e-07,  1.33616e-10,  2.52492e-07,  1.01328e-10,  1.08400e-10, -6.85090e-14,
03:53:48,  14028040,  2.13596e-07,  1.26257e-10,  2.49729e-07,  1.03715e-10,  9.31510e-11,  2.80227e-12,
03:54:35,  14075327,  2.09728e-07,  1.12577e-10,  2.50945e-07,  1.03184e-10,  1.07295e-10,  3.03653e-12,
03:55:27,  14127585,  2.04645e-07,  1.15826e-10,  2.49508e-07,  9.55820e-11,  8.84000e-11, -3.20007e-12,
03:56:10,  14170669,  2.13485e-07,  1.32312e-10,  2.51276e-07,  1.11339e-10,  9.64660e-11,  2.10170e-12,
03:57:02,  14222933,  2.12049e-07,  1.22456e-10,  2.50613e-07,  1.11582e-10,  1.00002e-10, -6.29960e-12,
03:57:55,  14275166,  2.14701e-07,  1.13770e-10,  2.52050e-07,  1.25748e-10,  1.08621e-10,  8.48639e-13,
03:58:42,  14322451,  2.10391e-07,  1.19472e-10,  2.55917e-07,  8.53050e-11,  1.09395e-10, -5.63549e-14,
03:59:32,  14372640,  2.08292e-07,  1.17726e-10,  2.57022e-07,  9.23550e-11,  1.22544e-10,  2.58017e-12,
04:00:19,  14419926,  2.17574e-07,  1.27715e-10,  2.54260e-07,  1.01593e-10,  1.23870e-10, -5.72389e-13,
04:01:12,  14472133,  2.14922e-07,  1.19936e-10,  2.54923e-07,  9.54710e-11,  1.21771e-10, -2.13264e-13,
04:01:59,  14519391,  2.09507e-07,  1.31097e-10,  2.56801e-07,  8.26310e-11,  1.28069e-10, -1.91164e-12,
04:02:51,  14571650,  2.11054e-07,  1.14522e-10,  2.54591e-07,  8.17030e-11,  1.29506e-10,  5.11172e-12,
04:03:41,  14621808,  2.09728e-07,  1.04245e-10,  2.54481e-07,  1.01438e-10,  1.28180e-10,  2.40889e-13,
04:04:29,  14669040,  2.09839e-07,  1.24356e-10,  2.54591e-07,  1.13527e-10,  1.48180e-10, -2.80448e-12,
04:05:16,  14716271,  2.16248e-07,  1.12466e-10,  2.55475e-07,  9.16040e-11,  1.58015e-10,  6.75265e-12,
04:06:08,  14768505,  2.12601e-07,  1.17505e-10,  2.56801e-07,  8.95490e-11,  1.53042e-10, -6.24766e-12,
04:07:00,  14820795,  2.16358e-07,  1.07450e-10,  2.57022e-07,  9.17370e-11,  1.54921e-10, -1.83761e-12,
04:07:48,  14868081,  2.12380e-07,  1.25152e-10,  2.57354e-07,  9.26430e-11,  1.72380e-10, -4.76144e-12,
04:08:35,  14915338,  2.11717e-07,  1.12267e-10,  2.56580e-07,  9.36590e-11,  1.70612e-10, -1.69064e-12,
04:09:25,  14965521,  2.07960e-07,  1.25726e-10,  2.55365e-07,  1.02300e-10,  1.72822e-10,  2.91830e-12,
04:10:17,  15017781,  2.07518e-07,  1.11980e-10,  2.55254e-07,  1.22124e-10,  2.00336e-10, -1.59340e-12,
04:11:05,  15065066,  2.15585e-07,  8.88410e-11,  2.54149e-07,  1.01792e-10,  2.05972e-10, -1.07737e-12,
04:11:50,  15110196,  2.11828e-07,  1.01505e-10,  2.57464e-07,  1.06190e-10,  1.88734e-10,  8.16594e-13,
04:12:42,  15162428,  2.15032e-07,  1.08731e-10,  2.57906e-07,  9.92730e-11,  2.48514e-10, -3.43212e-12,
04:13:29,  15209661,  2.17684e-07,  1.24489e-10,  2.59785e-07,  1.02897e-10,  2.20779e-10,  4.13490e-12,
04:14:21,  15261948,  2.06192e-07,  1.24621e-10,  2.56691e-07,  9.89190e-11,  2.25088e-10, -1.37572e-12,
04:15:14,  15314235,  2.10612e-07,  1.09881e-10,  2.58017e-07,  9.97150e-11,  2.60117e-10, -4.29402e-12,
04:16:01,  15361494,  2.12933e-07,  1.08201e-10,  2.57685e-07,  1.17041e-10,  2.56802e-10, -1.03648e-12,
04:16:53,  15413755,  2.11386e-07,  1.03472e-10,  2.57464e-07,  1.14676e-10,  2.53376e-10,  2.07960e-12,
04:17:43,  15463915,  2.10723e-07,  9.96040e-11,  2.56249e-07,  1.10367e-10,  2.66194e-10,  6.91729e-13,
04:18:31,  15511174,  2.10281e-07,  1.13085e-10,  2.57796e-07,  9.68200e-11,  2.78128e-10, -6.47529e-12,
04:19:23,  15563406,  2.16800e-07,  1.09019e-10,  2.57906e-07,  1.04842e-10,  2.86747e-10,  1.12930e-12,
04:20:13,  15613538,  2.12049e-07,  1.24025e-10,  2.56359e-07,  1.26168e-10,  2.96692e-10, -5.55372e-12,
04:21:05,  15665795,  2.15143e-07,  1.12157e-10,  2.57685e-07,  9.97150e-11,  3.07853e-10, -1.49064e-12,
04:21:58,  15718003,  2.13485e-07,  1.12201e-10,  2.55365e-07,  1.09770e-10,  3.32163e-10, -1.13814e-13,
04:22:45,  15765235,  2.12159e-07,  1.04223e-10,  2.56580e-07,  7.82110e-11,  3.16693e-10,  4.05313e-12,
04:23:32,  15812467,  2.09839e-07,  1.04798e-10,  2.55144e-07,  1.04930e-10,  3.29953e-10,  2.35364e-13,
04:24:24,  15864725,  2.07408e-07,  1.31229e-10,  2.59343e-07,  1.18544e-10,  3.55921e-10,  2.85642e-12,
04:25:16,  15916958,  2.12491e-07,  1.07781e-10,  2.52934e-07,  1.06720e-10,  3.49070e-10,  6.11064e-13,
04:26:09,  15969165,  2.12933e-07,  9.71950e-11,  2.56801e-07,  1.09726e-10,  4.00010e-10, -6.62999e-13,
04:26:54,  16014297,  2.18237e-07,  9.47200e-11,  2.56470e-07,  1.20444e-10,  3.85535e-10,  5.40786e-12,
04:27:46,  16066533,  2.12159e-07,  1.20555e-10,  2.61221e-07,  1.03737e-10,  3.80894e-10,  1.93485e-12,
04:28:31,  16111689,  2.10944e-07,  8.87090e-11,  2.53707e-07,  1.00046e-10,  3.91833e-10, -3.86086e-12,
04:29:23,  16163950,  2.10833e-07,  1.08046e-10,  2.61111e-07,  1.00466e-10,  4.10176e-10,  4.46530e-12,
04:30:16,  16216211,  2.11607e-07,  1.21527e-10,  2.61442e-07,  1.16732e-10,  4.03325e-10,  3.31499e-12,
04:31:08,  16268498,  2.12049e-07,  9.98250e-11,  2.60558e-07,  1.15803e-10,  4.17248e-10, -6.32059e-13,
04:31:58,  16318658,  2.15806e-07,  9.60460e-11,  2.56801e-07,  9.70850e-11,  4.28851e-10, -3.19344e-13,
04:32:48,  16368843,  2.14259e-07,  9.12500e-11,  2.57464e-07,  9.74830e-11,  4.30398e-10,  3.63544e-13,
04:33:38,  16418976,  2.17353e-07,  1.00775e-10,  2.56470e-07,  1.09704e-10,  4.51614e-10,  1.85197e-12,
