,He pressure [torr],H2O pressure [torr],N2 pressure [torr],O2 pressure [torr],CO2 pressure [torr],None,Unnamed: 8,Time [s],Interpolated CO2 flow [%],Interpolated N2 flow [%],Interpolated He flow [%],Interpolated Outlet flow [%],Breakthrough time [s],Corrected CO2 pressure [torr],Corrected N2 pressure [torr],Corrected He pressure [torr],Corrected H2O pressure [torr],Corrected O2 pressure [torr],True MS CO2 mole fraction [-],True MS N2 mole fraction [-],True MS He mole fraction [-],True MS H2O mole fraction [-],True MS O2 mole fraction [-],Fake Outlet average molecular weight [kg/mol],True CO2 mass flow [kg/s],True N2 mass flow [kg/s],True He mass flow [kg/s],True H2O mass flow [kg/s],True O2 mass flow [kg/s],True CO2 molar flow [mol/s],True N2 molar flow [mol/s],True He molar flow [mol/s],True H2O molar flow [mol/s],True O2 molar flow [mol/s],He bypass flow [mol/s],He molar flow [mol/s],CO2 molar flow [mol/s],N2 molar flow [mol/s],H2O molar flow [mol/s],O2 molar flow [mol/s],Total molar flow [mol/s],CO2 mole fraction [-],N2 mole fraction [-],He mole fraction [-],H2O mole fraction [-],O2 mole fraction [-],CO2 concentration [mol/m3],N2 concentration [mol/m3],He concentration [mol/m3],H2O concentration [mol/m3],O2 concentration [mol/m3],CO2 inlet flow [mol/s],N2 inlet flow [mol/s],He inlet flow [mol/s],H2O inlet flow [mol/s],O2 inlet flow [mol/s],CO2 inlet mole fraction [-],N2 inlet mole fraction [-],He inlet mole fraction [-],H2O inlet mole fraction [-],O2 inlet mole fraction [-],CO2 inlet concentration [mol/m3],N2 inlet concentration [mol/m3],He inlet concentration [mol/m3],H2O inlet concentration [mol/m3],O2 inlet concentration [mol/m3],Normalised CO2 mole fraction [-],Normalised N2 mole fraction [-],Normalised He mole fraction [-],Normalised H2O mole fraction [-],Normalised O2 mole fraction [-],Normalised CO2 concentration [mol/m3],Normalised N2 concentration [mol/m3],Normalised He concentration [mol/m3],Normalised H2O concentration [mol/m3],Normalised O2 concentration [mol/m3],Normalised CO2 molar flow [mol/s],Normalised N2 molar flow [mol/s],Normalised He molar flow [mol/s],Normalised H2O molar flow [mol/s],Normalised O2 molar flow [mol/s],Smoothed CO2 inlet flow [mol/s],Smoothed N2 inlet flow [mol/s],Smoothed He inlet flow [mol/s],Smoothed H2O inlet flow [mol/s],Smoothed CO2 inlet mole fraction [-],Smoothed N2 inlet mole fraction [-],Smoothed He inlet mole fraction [-],Smoothed H2O inlet mole fraction [-],Smoothed CO2 inlet concentration [mol/m3],Smoothed N2 inlet concentration [mol/m3],Smoothed He inlet concentration [mol/m3],Smoothed H2O inlet concentration [mol/m3],Smoothed CO2 molar flow [mol/s],Smoothed N2 molar flow [mol/s],Smoothed He molar flow [mol/s],Smoothed H2O molar flow [mol/s],Smoothed CO2 mole fraction [-],Smoothed N2 mole fraction [-],Smoothed He mole fraction [-],Smoothed H2O mole fraction [-],Smoothed CO2 concentration [mol/m3],Smoothed N2 concentration [mol/m3],Smoothed He concentration [mol/m3],Smoothed H2O concentration [mol/m3],Smoothed Normalised CO2 molar flow [mol/s],Smoothed Normalised N2 molar flow [mol/s],Smoothed Normalised He molar flow [mol/s],Smoothed Normalised H2O molar flow [mol/s],Smoothed Normalised CO2 mole fraction [-],Smoothed Normalised N2 mole fraction [-],Smoothed Normalised He mole fraction [-],Smoothed Normalised H2O mole fraction [-],Smoothed Normalised CO2 concentration [mol/m3],Smoothed Normalised N2 concentration [mol/m3],Smoothed Normalised He concentration [mol/m3],Smoothed Normalised H2O concentration [mol/m3],Q(t),yinQin CO2,y(t) CO2,y(t)Q(t)/yinQin CO2,yinQin N2,y(t) N2,y(t)Q(t)/yinQin N2
34,1.92048e-07,1.73683e-10,2.2995e-07,8.8422e-11,5.967e-11,-6.38579e-12,,8814.544,5.003125,9.898906250000008,14.20313,16.95734549999999,1666.5439999999999,3.0738630722554054e-10,2.2989955796097626e-07,4.6615959297315863e-07,1.3596372549019606e-10,0.0,0.0004413283610594965,0.3300771463732592,0.6692863160233578,0.00019520924232354928,0.0,0.01194223757679313,4.5955372871617666e-10,2.1872340979230024e-07,6.335687051882458e-08,8.315620500886946e-11,0.0,1.0444402925367653e-08,7.811550349725008e-06,1.5839217629706142e-05,4.619789167159414e-09,0.0,1.4997794966550464e-05,1.5839217629706142e-05,1.0444402925367653e-08,7.811550349725008e-06,4.619789167159414e-09,0.0,2.3665832171523674e-05,0.0004413283610594967,0.33007714637325924,0.6692863160233578,0.0001952092423235493,0.0,0.017175762001029105,12.846050714881773,26.047504508809496,0.007597217361017258,0.0,7.440915195019331e-08,7.361091510775455e-06,0,0.0,0,0.010007282000956338,0.9899927179990436,0.0,0.0,0.0,0.38946668533372686,38.52886151771959,0.0,0.0,0.0,0.044100721956003786,0.33341371140628745,0,0,0,0.044100721956003786,0.33341371140628745,0,0,0,0.14036449350153518,1.0611945712521238,0,0,0,7.437127346247354e-08,7.362079140056487e-06,0,0.0,0.010000910624235058,0.9899990893757648,0.0,0.0,0.3892187220033826,38.52910948104992,0.0,0.0,1.124828910532695e-08,7.839924917714877e-06,1.563598184673733e-05,4.219110689049449e-09,0.00047867206458600736,0.33376421967519865,0.665577529589744,0.00017957867047123952,0.018629116511191392,12.989545443755365,25.9031647411511,0.006988901635667658,0.15126208428624388,1.0649067346378296,0,0,0.04786850066610283,0.33713590214880285,0,0,0.047868500666102834,0.33713590214880296,0,0,31.801257907272838,0.09995684118181641,0.00047875772058662326,0.14766842330835558,9.89481746257723,0.33382415542258936,1.0644558987213215
35,1.92048e-07,1.56777e-10,2.33265e-07,9.0565e-11,7.4035e-11,4.19126e-12,,8866.83,4.990625,9.9,14.198062380952392,16.975739047619026,1718.83,3.8185346020879226e-10,2.3320606870553619e-07,4.6615959297315863e-07,1.193892156862745e-10,0.0,0.0005456086833552069,0.33321488307922836,0.6660689197798919,0.00017058845752446891,0.0,0.012021369779641031,5.650128206258323e-10,2.1958707552375708e-07,6.270519356336287e-08,7.226807720628935e-11,0.0,1.2841200468768916e-08,7.842395554419896e-06,1.567629839084072e-05,4.014893178127186e-09,0.0,1.4992443814273143e-05,1.567629839084072e-05,1.2841200468768916e-08,7.842395554419896e-06,4.014893178127186e-09,0.0,2.3535550038907512e-05,0.0005456086833552069,0.33321488307922836,0.6660689197798919,0.0001705884575244689,0.0,0.021234177809253733,12.968166181819445,25.922288825847023,0.0066390175775899,0.0,7.422324526199795e-08,7.361904852536304e-06,0,0.0,0,0.009981437151946597,0.9900185628480535,0.0,0.0,0.0,0.38846084701760736,38.52986735603571,0.0,0.0,0.0,0.05466233720149221,0.3365743790910814,0,0,0,0.05466233720149221,0.3365743790910814,0,0,0,0.17300780130862276,1.0652671708624506,0,0,0,7.432781777410784e-08,7.3609172232552665e-06,0,0.0,0.009996686648112048,0.9900033133518877,0.0,0.0,0.3890543319143054,38.529273871139,0.0,0.0,1.0769516905204895e-08,7.850546610143187e-06,1.558686329802841e-05,4.21712914461966e-09,0.00045905774608784566,0.334770464303713,0.6645906941859832,0.00017978376421600188,0.017865760026400716,13.028706802460446,25.864758757025143,0.006996883541338713,0.14490532880058654,1.0665175407933003,0,0,0.045925406137961755,0.33815086538943884,0,0,0.04592540613796177,0.33815086538943895,0,0,31.626968476112626,0.09989843565588968,0.0004591400763024005,0.14654740177187667,9.893255817498975,0.33483064404489354,1.0616292392255913
36,1.88402e-07,1.57683e-10,2.31055e-07,1.02499e-10,5.7018e-11,8.47534e-13,,8919.118,4.990625,9.896875,14.2,16.960593333333367,1771.1180000000004,2.9363852513632487e-10,2.3100612520813445e-07,4.566137520988992e-07,1.2027745098039213e-10,0.0,0.00042677921928099567,0.33574822554256023,0.6636501819482381,0.0001748132899206212,0.0,0.012077475967851574,4.3951167750692577e-10,2.2003219679157327e-07,6.213176435970588e-08,7.364807988123263e-11,0.0,9.988901761521041e-09,7.858292742556189e-06,1.553294108992647e-05,4.091559993401813e-09,0.0,1.4994489843085052e-05,1.553294108992647e-05,9.988901761521041e-09,7.858292742556189e-06,4.091559993401813e-09,0.0,2.340531429423758e-05,0.0004267792192809956,0.33574822554256023,0.6636501819482381,0.00017481328992062118,0.0,0.016609533726220645,13.066759635258128,25.82815559307758,0.0068034409913862465,0.0,7.422324526199795e-08,7.359581018933862e-06,0,0.0,0,0.009984557384633658,0.9900154426153663,0.0,0.0,0.0,0.3885822812573923,38.52974592179592,0.0,0.0,0.0,0.04274392973471347,0.3391343317389067,0,0,0,0.04274392973471348,0.3391343317389068,0,0,0,0.13457915678924545,1.0677636026207606,0,0,0,7.431619860609564e-08,7.360539600294868e-06,0,0.0,0.009995647972590858,0.9900043520274089,0.0,0.0,0.38901390839947525,38.52931429465383,0.0,0.0,1.0949012861370464e-08,7.827757346302502e-06,1.5723767367512244e-05,4.246742483229466e-09,0.00046460260624505887,0.33216422305586235,0.6671910015755261,0.00018017276236644437,0.018081556713839174,12.927276250200261,25.965958373440202,0.007012022699028016,0.1473381726872376,1.0634759939213154,0,0,0.04648375468582922,0.33551791332875647,0,0,0.046483754685829236,0.3355179133287566,0,0,31.45182535414607,0.09988281920510714,0.00046468609957460753,0.1495219661951883,9.89274828284854,0.33222406570343255,1.0685040262833212
37,1.89507e-07,1.6102e-10,2.26193e-07,8.7339e-11,5.9228e-11,2.18347e-12,,8971.35,5.003125,9.896875,14.20313,16.9375,1823.3500000000004,3.050950102106713e-10,2.2614281916883597e-07,4.595068278438407e-07,1.2354901960784314e-10,0.0,0.0004446941612845376,0.3296166372284018,0.6697585885506167,0.0001800800596971383,0.0,0.011931108180768783,4.6294803675226676e-10,2.183661406782492e-07,6.338644943830244e-08,7.669309669613021e-11,0.0,1.0521546289824245e-08,7.7987907385089e-06,1.5846612359575608e-05,4.260727594229457e-09,0.0,1.4997794966550464e-05,1.5846612359575608e-05,1.0521546289824245e-08,7.7987907385089e-06,4.260727594229457e-09,0.0,2.3660185371968562e-05,0.00044469416128453757,0.3296166372284018,0.6697585885506165,0.0001800800596971383,0.0,0.017306753318853157,12.828128468841701,26.06588456602664,0.007008414866118661,0.0,7.440915195019331e-08,7.359581018933862e-06,0,0.0,0,0.010009315352826802,0.9899906846471732,0.0,0.0,0.0,0.38954581998917387,38.52878238306414,0.0,0.0,0.0,0.044428029851107484,0.3329492310787502,0,0,0,0.04442802985110748,0.3329492310787502,0,0,0,0.14140123914954672,1.0596786309499266,0,0,0,7.430457943808343e-08,7.36074293573508e-06,0,0.0,0.009993827472351773,0.990006172527648,0.0,0.0,0.3889430575736768,38.52938514547962,0.0,0.0,1.1353768143896468e-08,7.84375595112279e-06,1.560674063391406e-05,4.12297440162319e-09,0.0004839131368501342,0.33428145922239166,0.6650589298819725,0.0001756977587856512,0.018833090281702602,13.009675542212623,25.88298170751804,0.006837863040960868,0.15280309443243986,1.0656198448228322,0,0,0.048422836283823226,0.3376559226083403,0,0,0.04842283628382324,0.3376559226083404,0,0,31.794151055916274,0.0998672027543246,0.0004839980790402541,0.14874450526358876,9.893021570737233,0.3343401996952352,1.063081901170904
38,1.87849e-07,1.59583e-10,2.33265e-07,9.9825e-11,6.9283e-11,-1.55694e-12,,9016.509,5.0,9.9,14.19687,16.95625,1868.509,3.5721942533399853e-10,2.332088769855119e-07,4.55165905142381e-07,1.2214019607843137e-10,0.0,0.000518570483479798,0.33854609103937655,0.6607580292491433,0.00017730922800037667,0.0,0.012148331333476235,5.307906584407535e-10,2.2051525353217243e-07,6.148444278125364e-08,7.424490313321754e-11,0.0,1.2063424055471671e-08,7.875544769006157e-06,1.537111069531341e-05,4.124716840734308e-09,0.0,1.4991184719619642e-05,1.537111069531341e-05,1.2063424055471671e-08,7.875544769006157e-06,4.124716840734308e-09,0.0,2.3262843605215776e-05,0.000518570483479798,0.3385460910393765,0.6607580292491432,0.00017730922800037664,0.0,0.020181896272482815,13.17564788293122,25.715597845120854,0.006900578728748668,0.0,7.436267527814447e-08,7.361904852536304e-06,0,0.0,0,0.009999999999999998,0.99,0.0,0.0,0.0,0.3891832820305331,38.52914492102278,0.0,0.0,0.0,0.05185704834797981,0.34196574852462275,0,0,0,0.05185704834797981,0.3419657485246227,0,0,0,0.1622241804823443,1.0697699748581913,0,0,0,7.42697219340468e-08,7.360700296586413e-06,0,0.0,0.009989243716326743,0.9900107562836731,0.0,0.0,0.38876466545229205,38.52956353760101,0.0,0.0,1.1214219159971027e-08,7.828699154315507e-06,1.5695910779867863e-05,4.283365920699565e-09,0.0004763604099694178,0.33261314485508825,0.6667285975575798,0.00018189717736248547,0.01853915077813086,12.944747536120039,25.947962382107356,0.007079134047802209,0.15100083352903107,1.06358073635755,0,0,0.04768991515448765,0.3359692610851886,0,0,0.047689915154487665,0.33596926108518865,0,0,31.260296641160842,0.099820353401977,0.0004764472598679012,0.15311384694684646,9.892964262660968,0.3326736257934912,1.0646166965383241
39,1.9238e-07,1.73352e-10,2.26745e-07,8.8399e-11,6.9394e-11,-1.58567e-12,,9068.768,4.98125,9.899770642201842,14.202900275229364,16.95938,1920.768,3.5779484155266476e-10,2.2668881138806298e-07,4.6702882478068855e-07,1.3563921568627448e-10,0.0,0.0005153977758323413,0.32654162561001465,0.6727475904823211,0.00019538613183180595,0.0,0.01186035033151929,5.404521994549546e-10,2.1790071428134155e-07,6.413191589862369e-08,8.381626657978832e-11,0.0,1.228300453306715e-08,7.78216836719077e-06,1.6032978974655923e-05,4.656459254432684e-09,0.0,1.4997552388681451e-05,1.6032978974655923e-05,1.228300453306715e-08,7.78216836719077e-06,4.656459254432684e-09,0.0,2.3832086805634192e-05,0.0005153977758323413,0.32654162561001465,0.6727475904823212,0.00019538613183180592,0.0,0.02005841979496676,12.70845415744911,26.182211524204284,0.007604101604955264,0.0,7.408381524585144e-08,7.361734295941634e-06,0,0.0,0,0.009963102127846481,0.9900368978721535,0.0,0.0,0.0,0.3877472785320682,38.530580924521246,0.0,0.0,0.0,0.05173065268414991,0.3298277329984745,0,0,0,0.05173065268414992,0.3298277329984745,0,0,0,0.1657987576949876,1.0571107370013222,0,0,0,7.427622866813389e-08,7.361281254987023e-06,0,0.0,0.009989329937608264,0.9900106700623915,0.0,0.0,0.3887680210404244,38.52956018201287,0.0,0.0,1.1948226793873292e-08,7.829606222976179e-06,1.5703112156218925e-05,4.259468853388921e-09,0.0005075133845255708,0.3325255299163614,0.6667861447619101,0.00018081193720285052,0.01975157246640859,12.941337709179177,25.95020202309265,0.007036898315090402,0.1608747614667611,1.0636196858457065,0,0,0.050809554013056424,0.33588079203221055,0,0,0.05080955401305643,0.3358807920322106,0,0,32.024658984838354,0.09982909861441555,0.0005076050827317647,0.1572970977437113,9.893745085200095,0.33258563142299374,1.0668523112023798
40,1.90391e-07,1.55959e-10,2.33375e-07,9.8521e-11,7.4366e-11,5.92279e-13,,9118.898,4.992375000000067,9.9,14.201066400000098,16.98125,1970.8979999999992,3.8356934100499524e-10,2.3331587309512544e-07,4.6182128843979386e-07,1.1858725490196077e-10,0.0,0.0005513911175056077,0.33539776578765296,0.6638803707655594,0.00017047232928208138,0.0,0.012073988636213845,5.686970210737245e-10,2.201337884815686e-07,6.224698638132284e-08,7.192749103486625e-11,0.0,1.2924932297130102e-08,7.861921017198878e-06,1.556174659533071e-05,3.995971724159237e-09,0.0,1.4995615908153371e-05,1.556174659533071e-05,1.2924932297130102e-08,7.861921017198878e-06,3.995971724159237e-09,0.0,2.3440588516550877e-05,0.0005513911175056076,0.3353977657876529,0.6638803707655594,0.00017047232928208138,0.0,0.021459220479331572,13.053120327494682,25.83711415701876,0.00663449806053902,0.0,7.424927219834629e-08,7.361904852536304e-06,0,0.0,0,0.009984902269759744,0.9900150977302402,0.0,0.0,0.0,0.38859570360992174,38.52973249944339,0.0,0.0,0.0,0.05522248516898855,0.33878045552699465,0,0,0,0.05522248516898855,0.33878045552699465,0,0,0,0.17407486854016557,1.067919400573387,0,0,0,7.426645553616098e-08,7.3618622133876334e-06,0,0.0,0.009987246864344435,0.9900127531356553,0.0,0.0,0.3886869513114717,38.52964125174182,0.0,0.0,1.211997577729517e-08,7.84662099504432e-06,1.559581363216335e-05,4.231740529238369e-09,0.0005166051009154562,0.334530983836242,0.6647720925222174,0.0001803185406250894,0.02010540686879923,13.019386623029192,25.871818477010194,0.007017696145142832,0.1632027267492697,1.06584725373663,0,0,0.051727890058237434,0.33790580450993524,0,0,0.05172789005823744,0.33790580450993535,0,0,31.499363259232688,0.09981596328198161,0.0005166981992144631,0.1583140735178512,9.894525907739222,0.3345912799008388,1.0626697739298148
41,1.88733e-07,1.606e-10,2.33486e-07,9.419e-11,6.4532e-11,6.32059e-13,,9171.185,5.000496495327098,9.9,14.200526542056075,16.950526542056075,2023.1849999999995,3.325905743891027e-10,2.3343268467451964e-07,4.5748036573833415e-07,1.2313725490196077e-10,0.0,0.00048106102684407917,0.3376384529079244,0.6617023795918454,0.0001781064733860938,0.0,0.012125058801491354,4.931758578345173e-10,2.2027179514988094e-07,6.166967305341325e-08,7.469665735729048e-11,0.0,1.1208542223511756e-08,7.866849826781461e-06,1.5417418263353313e-05,4.149814297627249e-09,0.0,1.4995045845163347e-05,1.5417418263353313e-05,1.1208542223511756e-08,7.866849826781461e-06,4.149814297627249e-09,0.0,2.3299626446655914e-05,0.0004810610268440791,0.3376384529079243,0.6617023795918454,0.0001781064733860938,0.0,0.01872209092841571,13.14032412424176,25.752350381696807,0.006931606186328379,0.0,7.43700594223017e-08,7.361904852536304e-06,0,0.0,0,0.010000983059771484,0.9899990169402285,0.0,0.0,0.0,0.389221541073363,38.529106661979945,0.0,0.0,0.0,0.04810137403183153,0.34104928098964904,0,0,0,0.048101374031831526,0.3410492809896491,0,0,0,0.15071310027958104,1.06858890251362,0,0,0,7.421997886411215e-08,7.3618622133876334e-06,0,0.0,0.009981059209653068,0.9900189407903467,0.0,0.0,0.38844613813538587,38.52988206491791,0.0,0.0,1.183139614473064e-08,7.846099199937155e-06,1.5616679709555622e-05,4.436013321693042e-09,0.0005037929286075924,0.3342148097687862,0.6650924820556194,0.00018891524698669689,0.019606778541927713,13.007081656902653,25.88428750202396,0.007352265584789148,0.15941393953364622,1.0657763760062575,0,0,0.05047566083348525,0.3375843074632957,0,0,0.05047566083348526,0.3375843074632958,0,0,31.309699963256566,0.09975349747885147,0.0005038877737788502,0.1597266900186166,9.894525907739222,0.3342779504002278,1.0659695564718217
42,1.86523e-07,1.82324e-10,2.30171e-07,8.8156e-11,6.188e-11,-4.01114e-13,,9223.471,4.9875,9.9,14.2,16.970609999999954,2075.4709999999995,3.1884279229988695e-10,2.301192519216778e-07,4.5169421424845126e-07,1.4443529411764706e-10,0.0,0.00046732179424834264,0.3372813947695532,0.6620395873827516,0.00021169605344680656,0.0,0.012116410090987465,4.800006431093962e-10,2.2045681248016996e-07,6.181830001952997e-08,8.895254418995398e-11,0.0,1.090910552521355e-08,7.873457588577499e-06,1.5454575004882492e-05,4.9418080105529995e-09,0.0,1.4994489843085052e-05,1.5454575004882492e-05,1.090910552521355e-08,7.873457588577499e-06,4.9418080105529995e-09,0.0,2.3343883506995757e-05,0.0004673217942483426,0.3372813947695532,0.6620395873827516,0.00021169605344680654,0.0,0.018187382964996748,13.12642801842506,25.76547394517592,0.008238856487333933,0.0,7.417676858994911e-08,7.361904852536304e-06,0,0.0,0,0.00997524938123453,0.9900247506187655,0.0,0.0,0.0,0.38822002932618993,38.53010817372713,0.0,0.0,0.0,0.04684813144897107,0.34067976033806463,0,0,0,0.04684813144897106,0.3406797603380645,0,0,0,0.14706903161985035,1.0694864639367019,0,0,0,7.42896938721854e-08,7.361904852536301e-06,0,0.0,0.009990283677691447,0.9900097163223083,0.0,0.0,0.3888051390100021,38.529523064043296,0.0,0.0,1.1537076132258263e-08,7.85781659101066e-06,1.5535159187983497e-05,4.319542434424624e-09,0.0004928324861476847,0.3356858648881892,0.6636367502954276,0.00018455233023546968,0.019180216445022345,13.06433266284436,25.827632855605202,0.007182468158742288,0.15530060346740712,1.0673618782649033,0,0,0.04933189781226554,0.3390732949428757,0,0,0.049331897812265546,0.3390732949428758,0,0,31.36811809379962,0.09984719618354669,0.0004929231312541147,0.1569870265830958,9.894583215815487,0.3357478421116815,1.0674509271706492
43,1.93043e-07,1.62567e-10,2.33707e-07,9.0455e-11,6.4311e-11,-1.81993e-12,,9268.63,5.0,9.9,14.19687,16.95625,2120.629999999999,3.3144492588166805e-10,2.3365381527844945e-07,4.687646702276534e-07,1.2506568627450978e-10,0.0,0.0004715560059927104,0.3324258460876265,0.6669246634415539,0.00017793446482689706,0.0,0.011999573628850322,4.886518772598163e-10,2.19213062081574e-07,6.282758755346971e-08,7.543036269646225e-11,0.0,1.1105724483177645e-08,7.829037931484785e-06,1.5706896888367426e-05,4.190575705359014e-09,0.0,1.4991184719619642e-05,1.5706896888367426e-05,1.1105724483177645e-08,7.829037931484785e-06,4.190575705359014e-09,0.0,2.3551231120040748e-05,0.0004715560059927105,0.3324258460876265,0.6669246634415539,0.0001779344648268971,0.0,0.018352171407345283,12.937458181215934,25.95559293852926,0.006924911900767826,0.0,7.436267527814447e-08,7.361904852536304e-06,0,0.0,0,0.009999999999999998,0.99,0.0,0.0,0.0,0.3891832820305331,38.52914492102278,0.0,0.0,0.0,0.047155600599271055,0.33578368291679445,0,0,0,0.047155600599271055,0.33578368291679445,0,0,0,0.1493454134300312,1.063452746035905,0,0,0,7.429108817234651e-08,7.362102378392505e-06,0,0.0,0.009990204088857963,0.9900097959111418,0.0,0.0,0.3888020415456592,38.52952616150764,0.0,0.0,1.1154845840757166e-08,7.878926074932695e-06,1.539342234106652e-05,4.392180650647677e-09,0.0004790872703807577,0.3383722741058029,0.660960024122227,0.00018861450158927045,0.018645275626583295,13.168883218463158,25.723459147886878,0.007340561076706548,0.15014978830564954,1.0702003147821135,0,0,0.04795569417759054,0.34178677011793324,0,0,0.04795569417759055,0.3417867701179333,0,0,31.64780811746559,0.09984907015764012,0.0004791775891327142,0.15319540341868892,9.894848695478787,0.3384361159620111,1.0645708698299536
44,1.84313e-07,1.6502e-10,2.36359e-07,1.03096e-10,6.5747e-11,-1.90943e-12,,9316.715,4.992749999999971,9.901062499999986,14.20313,16.983315800000014,2168.715,3.388890492150443e-10,2.363049666483895e-07,4.4590806275856826e-07,1.274705882352941e-10,0.0,0.0004964102544378993,0.34614340265810767,0.6531734660727572,0.00018672101469728445,0.0,0.012329912168177862,5.014244897695314e-10,2.224980506808366e-07,5.997919683065122e-08,7.715744260292607e-11,0.0,1.1396011131125715e-08,7.946358952887021e-06,1.4994799207662803e-05,4.286524589051449e-09,0.0,1.4997794966550464e-05,1.4994799207662803e-05,1.1396011131125715e-08,7.946358952887021e-06,4.286524589051449e-09,0.0,2.295684069627e-05,0.0004964102544378994,0.3461434026581078,0.6531734660727572,0.00018672101469728445,0.0,0.019319457205575374,13.471322549969873,25.42041932614547,0.0072668697323960574,0.0,7.425484939899073e-08,7.3626949559611235e-06,0,0.0,0,0.009984583914425808,0.9900154160855742,0.0,0.0,0.0,0.38858331375255034,38.529744889300765,0.0,0.0,0.0,0.04971767063028855,0.3496343562272248,0,0,0,0.049717670630288556,0.34963435622722466,0,0,0,0.15347160789313524,1.0792731466422278,0,0,0,7.431248047233162e-08,7.360940461591284e-06,0,0.0,0.009994617427616108,0.9900053825723836,0.0,0.0,0.38897380131192,38.52935440174138,0.0,0.0,1.1166063491643227e-08,7.880382445321718e-06,1.5432813985794103e-05,4.4099472335617375e-09,0.0004787272724266954,0.3378461177876605,0.6614860935191473,0.00018906142076548522,0.01863126510805467,13.148406094187582,25.743932889333806,0.007357954423886713,0.1502571482350613,1.070567025054772,0,0,0.047898572071477234,0.3412568094828844,0,0,0.04789857207147724,0.3412568094828844,0,0,30.848803647464713,0.09987782194085659,0.00047881774147786054,0.15231214744733995,9.893287050400534,0.33791001592552955,1.0688651099002597
45,1.90722e-07,1.62898e-10,2.33928e-07,1.0703e-10,6.4863e-11,-1.97352e-12,,9368.976,5.00625,9.89375,14.20313,16.998324444444528,2220.9760000000006,3.3430645518530566e-10,2.3387448906410887e-07,4.6268790207922885e-07,1.2539019607843138e-10,0.0,0.0004796210350278299,0.3355338276353547,0.6638066571795266,0.0001798941500909529,0.0,0.0120745152227509,4.951501643904638e-10,2.204349086334515e-07,6.229993936905456e-08,7.597585132710286e-11,0.0,1.1253412827055997e-08,7.872675308337553e-06,1.557498484226364e-05,4.2208806292834926e-09,0.0,1.4997794966550464e-05,1.557498484226364e-05,1.1253412827055997e-08,7.872675308337553e-06,4.2208806292834926e-09,0.0,2.346313444405753e-05,0.0004796210350278298,0.3355338276353547,0.6638066571795266,0.00017989415009095293,0.0,0.01866604885430121,13.058415627139455,25.83424534748451,0.0070011795750490385,0.0,7.445562862224216e-08,7.357257185331421e-06,0,0.0,0,0.010018636414804065,0.9899813635851958,0.0,0.0,0.0,0.389908580138406,38.5284196229149,0.0,0.0,0.0,0.04787288560737832,0.33892943844945356,0,0,0,0.04787288560737831,0.33892943844945356,0,0,0,0.1511425399972281,1.070055743604254,0,0,0,7.435280582013854e-08,7.360359503190674e-06,0,0.0,0.01000076738657928,0.9899992326134204,0.0,0.0,0.389213147433284,38.52911505562001,0.0,0.0,1.1439381490257781e-08,7.872378993802812e-06,1.5461208793817044e-05,4.2730213576772525e-09,0.0004899850627534837,0.33720891627178623,0.6621180677899187,0.00018303087554163758,0.01906939948683378,13.123607276461305,25.76852827141957,0.007123255685621655,0.15385405879287595,1.069563961924636,0,0,0.04899555623621159,0.3406152880156136,0,0,0.048995556236211595,0.3406152880156136,0,0,31.52936326336728,0.09993202021121929,0.0004900748245373685,0.15221312713235513,9.892506227861407,0.3372706600618167,1.0712127551933108
46,1.89838e-07,1.67539e-10,2.31939e-07,9.5449e-11,6.8841e-11,-1.54478e-12,,9421.261,4.9983455882352485,9.896875,14.19687,16.94638058823531,2273.2610000000004,3.549281283191292e-10,2.318831381933716e-07,4.603734414832757e-07,1.2994019607843136e-10,0.0,0.0005123529555554959,0.3347325887060562,0.6645674844658368,0.00018757387255141598,0.0,0.012056702281383289,5.281046108655577e-10,2.195604259100526e-07,6.227261694789702e-08,7.90938811262711e-11,0.0,1.2002377519671766e-08,7.841443782501878e-06,1.5568154236974254e-05,4.394104507015061e-09,0.0,1.4991184719619642e-05,1.5568154236974254e-05,1.2002377519671766e-08,7.841443782501878e-06,4.394104507015061e-09,0.0,2.342599450150282e-05,0.0005123529555554959,0.3347325887060562,0.6645674844658368,0.00018757387255141598,0.0,0.019939920480113178,13.027232747519951,25.863855473518967,0.0073000615342737,0.0,7.433806998117676e-08,7.359581018933862e-06,0,0.0,0,0.009999849217087216,0.9900001507829128,0.0,0.0,0.0,0.389177413811646,38.52915078924167,0.0,0.0,0.0,0.05123606810790848,0.33811367446898133,0,0,0,0.05123606810790848,0.3381136744689813,0,0,0,0.1614566738511089,1.0654742114161575,0,0,0,7.438766332417517e-08,7.360196834838499e-06,0,0.0,0.010005627095684286,0.9899943729043154,0.0,0.0,0.389402279187204,38.52892592386609,0.0,0.0,1.1444599406103167e-08,7.871692991763088e-06,1.5448123964833914e-05,4.502150081448607e-09,0.0004904787889440397,0.33737122896737387,0.6619454074935396,0.00019288475014256424,0.01908861448476028,13.129924215219708,25.76180862133745,0.00750675201141225,0.1538542213049801,1.0694942710918744,0,0,0.04902196127678232,0.3407808917790007,0,0,0.04902196127678233,0.3407808917790007,0,0,31.47921343968623,0.0999788695635669,0.0004905733065536697,0.15246974356553733,9.892287597550446,0.33743628502154527,1.0664901436952825
